hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,10,2015,December,50,10,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,NULL,40,0,Transient,74,0,0,Check-Out,########
Resort Hotel,0,0,2015,November,49,30,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,48,0,2,Check-Out,########
Resort Hotel,0,112,2015,December,53,30,0,3,1,0,0,Undefined,PRT,Groups,Direct,0,0,0,D,D,1,No Deposit,NULL,NULL,0,Transient-Party,168.67,0,0,Check-Out,2/1/2016
City Hotel,0,9,2015,November,45,7,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,NULL,0,Transient,76,0,1,Check-Out,########
Resort Hotel,0,64,2015,July,29,18,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Transient,137.75,1,1,Check-Out,25-07-2015
City Hotel,0,140,2015,November,47,18,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,29,NULL,87,Transient-Party,65,0,0,Check-Out,21-11-2015
Resort Hotel,1,148,2015,October,43,24,0,1,1,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,39,0,0,Canceled,26-06-2015
Resort Hotel,0,13,2015,November,45,1,3,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,26.1,0,0,Check-Out,########
City Hotel,0,6,2015,November,45,6,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,116,1,0,Check-Out,########
City Hotel,1,344,2015,September,39,26,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,170,0,0,Canceled,30-06-2015
City Hotel,1,34,2015,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,17-11-2015
City Hotel,0,1,2015,August,32,5,0,2,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,3,No Deposit,14,NULL,0,Transient-Party,75,0,1,Check-Out,7/8/2015
City Hotel,0,1,2015,December,53,30,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,127,0,1,Check-Out,2/1/2016
Resort Hotel,0,0,2015,November,48,23,1,0,1,0,0,HB,PRT,Corporate,Corporate,1,0,1,A,D,1,No Deposit,NULL,20,0,Transient-Party,42,0,0,Check-Out,24-11-2015
City Hotel,1,147,2015,July,30,21,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient,75,0,0,Canceled,########
City Hotel,0,0,2015,August,32,6,0,1,1,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,81,0,0,Check-Out,7/8/2015
City Hotel,0,2,2015,October,44,31,1,1,1,0,0,BB,ARG,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,########
Resort Hotel,0,36,2015,November,47,20,0,2,2,0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38,NULL,0,Transient-Party,64,0,0,Check-Out,22-11-2015
City Hotel,1,68,2015,October,42,11,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,8,NULL,0,Transient-Party,89.25,0,1,Canceled,22-08-2015
City Hotel,0,1,2015,September,40,29,0,1,2,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,92,NULL,0,Transient-Party,85,0,0,Check-Out,30-09-2015
City Hotel,1,341,2015,September,39,23,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,2/7/2015
Resort Hotel,1,141,2015,July,27,4,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240,NULL,0,Transient,123,0,1,Canceled,9/3/2015
City Hotel,1,147,2015,July,30,21,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient,75,0,0,Canceled,########
City Hotel,0,55,2015,December,53,31,0,3,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104,NULL,0,Transient,62.67,0,0,Check-Out,3/1/2016
Resort Hotel,1,142,2015,September,40,30,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,79.83,0,1,Canceled,15-06-2015
Resort Hotel,0,136,2015,August,33,10,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,179.1,1,1,Check-Out,16-08-2015
City Hotel,1,86,2015,October,40,3,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,86,0,0,Canceled,28-09-2015
City Hotel,1,283,2015,July,31,27,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,1,168,2015,September,37,11,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Canceled,9/9/2015
Resort Hotel,1,0,2015,September,37,9,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,146,0,2,Canceled,9/9/2015
City Hotel,1,349,2015,October,40,1,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,0,6,2015,August,33,12,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,90,0,2,Check-Out,18-08-2015
Resort Hotel,0,13,2015,September,40,28,1,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,241,NULL,0,Transient,56.98,0,1,Check-Out,29-09-2015
City Hotel,1,16,2015,August,32,8,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,6/8/2015
City Hotel,1,224,2015,September,37,11,1,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,90,0,0,Canceled,25-07-2015
City Hotel,1,2,2015,August,33,15,2,1,2,1,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17,NULL,0,Transient-Party,68.5,0,0,Canceled,13-08-2015
City Hotel,1,14,2015,November,45,6,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,14,NULL,0,Transient,75,0,0,No-Show,########
Resort Hotel,0,36,2015,November,47,20,0,2,2,0,0,FB,ESP,Groups,TA/TO,0,0,0,A,C,0,No Deposit,38,NULL,0,Transient-Party,64,0,0,Check-Out,22-11-2015
City Hotel,0,3,2015,November,46,9,1,5,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,72.75,0,1,Check-Out,15-11-2015
Resort Hotel,0,112,2015,December,53,30,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,224.67,0,0,Check-Out,2/1/2016
Resort Hotel,0,54,2015,July,28,11,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,123,0,0,Check-Out,14-07-2015
Resort Hotel,0,69,2015,July,27,3,4,10,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,241,NULL,0,Transient,92.45,0,1,Check-Out,17-07-2015
City Hotel,1,264,2015,July,28,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,29-06-2015
City Hotel,1,258,2015,July,27,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62.8,0,0,Canceled,17-10-2014
City Hotel,0,1,2015,July,31,28,0,2,1,0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,3,No Deposit,NULL,40,0,Transient,65,0,0,Check-Out,30-07-2015
City Hotel,0,19,2015,September,39,21,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,124,0,0,Check-Out,23-09-2015
Resort Hotel,1,289,2015,November,47,20,1,2,2,0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,134,NULL,0,Transient-Party,69,0,0,Canceled,29-10-2015
City Hotel,1,34,2015,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,17-11-2015
Resort Hotel,0,211,2015,August,32,3,1,3,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,H,0,No Deposit,240,NULL,0,Transient,244,1,2,Check-Out,7/8/2015
City Hotel,1,40,2015,October,41,5,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,94.5,0,2,Canceled,17-09-2015
City Hotel,0,0,2015,December,49,2,0,4,2,0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,NULL,0,Transient,67.95,0,0,Check-Out,########
City Hotel,1,334,2015,September,38,16,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,2/7/2015
City Hotel,0,0,2015,August,34,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,124,0,0,Check-Out,19-08-2015
City Hotel,1,6,2015,August,33,14,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,95.33,0,2,Canceled,13-08-2015
City Hotel,0,0,2015,September,39,24,0,1,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,D,0,No Deposit,14,NULL,0,Transient,152,0,0,Check-Out,25-09-2015
City Hotel,1,294,2015,August,32,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,2/7/2015
Resort Hotel,0,49,2015,August,35,25,0,3,2,0,1,HB,USA,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,142,NULL,0,Transient,177.47,1,2,Check-Out,28-08-2015
Resort Hotel,0,0,2015,August,33,13,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240,NULL,0,Transient,172,0,1,Check-Out,14-08-2015
Resort Hotel,1,235,2015,July,28,11,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240,NULL,0,Transient,129,0,1,Canceled,15-06-2015
City Hotel,1,124,2015,August,32,8,2,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17,NULL,0,Transient-Party,94.5,0,0,Canceled,1/8/2015
Resort Hotel,1,275,2015,October,41,4,2,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,26,0,A,A,0,Non Refund,208,NULL,0,Transient,50,0,0,Canceled,30-01-2015
City Hotel,0,48,2015,September,37,11,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,39,NULL,48,Transient-Party,104,0,0,Check-Out,########
Resort Hotel,0,199,2015,September,36,3,0,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient-Party,99,0,2,Check-Out,6/9/2015
City Hotel,0,135,2015,December,49,5,2,1,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,########
City Hotel,0,37,2015,November,45,1,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,NULL,0,Transient,60,0,0,Check-Out,########
Resort Hotel,0,8,2015,November,46,13,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,78,0,0,Check-Out,15-11-2015
Resort Hotel,0,105,2015,November,47,18,2,4,2,0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,313,NULL,65,Transient-Party,69,0,0,Check-Out,24-11-2015
Resort Hotel,0,82,2015,December,49,2,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240,NULL,0,Transient,0,0,2,Check-Out,########
City Hotel,0,69,2015,September,37,9,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,########
City Hotel,1,295,2015,August,32,8,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,6/7/2015
City Hotel,1,30,2015,August,32,8,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,86,0,0,Canceled,1/8/2015
City Hotel,0,79,2015,October,41,10,1,1,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,E,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,########
City Hotel,1,89,2015,October,40,3,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,9/9/2015
Resort Hotel,1,247,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,2/9/2015
City Hotel,1,233,2015,September,38,18,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,120,0,0,Canceled,8/7/2015
Resort Hotel,0,39,2015,November,46,10,0,5,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,2,No Deposit,185,281,0,Transient-Party,43.2,0,0,Check-Out,15-11-2015
Resort Hotel,1,58,2015,August,32,8,2,6,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250,NULL,0,Transient,173,0,0,Canceled,20-07-2015
Resort Hotel,0,22,2015,July,30,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,165,1,2,Check-Out,26-07-2015
City Hotel,0,39,2015,August,33,14,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient-Party,109,0,0,Check-Out,16-08-2015
City Hotel,1,45,2015,October,44,29,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3,NULL,0,Transient,70,0,0,Canceled,30-09-2015
City Hotel,0,72,2015,October,44,28,0,3,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,58,Transient-Party,85.67,0,0,Check-Out,31-10-2015
City Hotel,0,66,2015,October,43,19,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,89.25,0,1,Check-Out,23-10-2015
Resort Hotel,0,5,2015,August,36,30,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Contract,106.8,0,0,Check-Out,3/9/2015
City Hotel,0,69,2015,October,44,25,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,58,Transient-Party,85.67,0,0,Check-Out,28-10-2015
City Hotel,0,4,2015,August,32,8,2,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17,NULL,0,Transient-Party,94.5,0,0,Check-Out,########
City Hotel,1,282,2015,October,41,10,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,4,NULL,0,Transient-Party,96,0,0,Canceled,30-09-2015
City Hotel,0,98,2015,November,48,23,1,2,1,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,37,NULL,0,Transient-Party,70,0,0,Check-Out,26-11-2015
City Hotel,1,99,2015,December,51,15,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,72.25,0,1,Canceled,########
City Hotel,0,12,2015,October,44,25,1,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,107,0,1,Check-Out,26-10-2015
Resort Hotel,0,5,2015,September,37,7,1,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,161,0,0,Check-Out,########
Resort Hotel,0,4,2015,August,35,28,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,165,1,1,Check-Out,29-08-2015
City Hotel,1,292,2015,August,32,5,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient-Party,62,0,0,Canceled,2/7/2015
City Hotel,0,37,2015,October,43,24,2,5,1,1,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,87.78,0,0,Check-Out,31-10-2015
Resort Hotel,1,270,2015,November,47,16,1,3,1,0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,E,1,No Deposit,240,NULL,0,Transient-Party,39.6,0,2,Canceled,15-04-2015
City Hotel,0,39,2015,August,33,10,1,1,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,NULL,0,Transient-Party,62,0,1,Check-Out,########
Resort Hotel,0,340,2015,September,36,5,4,6,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,96,NULL,0,Transient,87.75,0,2,Check-Out,15-09-2015
City Hotel,1,258,2015,July,27,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
Resort Hotel,0,119,2015,September,39,25,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,85.5,1,1,Check-Out,########
City Hotel,0,135,2015,September,38,14,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,90,0,0,Check-Out,17-09-2015
City Hotel,1,74,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,101.5,0,0,Canceled,6/7/2015
Resort Hotel,1,81,2015,December,50,6,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,40.5,0,2,Canceled,17-11-2015
City Hotel,0,94,2015,December,49,4,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,72.25,0,3,Check-Out,########
Resort Hotel,1,31,2015,July,31,30,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,NULL,0,Transient,154,0,2,Canceled,30-06-2015
Resort Hotel,1,259,2015,September,38,17,0,3,1,0,0,BB,GBR,Groups,Corporate,0,1,0,A,A,0,Non Refund,NULL,223,0,Transient,33.3,0,0,Canceled,21-01-2015
Resort Hotel,1,63,2015,August,33,10,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,205,0,0,Canceled,19-06-2015
Resort Hotel,0,81,2015,December,53,28,1,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,36,NULL,0,Transient-Party,51.92,0,0,Check-Out,3/1/2016
Resort Hotel,1,259,2015,September,38,17,0,3,2,0,0,BB,GBR,Groups,Corporate,0,1,0,A,A,0,Non Refund,NULL,223,0,Transient,40.05,0,0,Canceled,21-01-2015
City Hotel,0,5,2015,September,37,8,0,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Contract,114,0,2,Check-Out,########
Resort Hotel,0,1,2015,November,45,4,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,NULL,88,0,Transient,35,0,0,Check-Out,########
City Hotel,0,9,2015,September,37,11,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,128.5,0,1,Check-Out,13-09-2015
City Hotel,1,278,2015,July,30,22,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,0,17,2015,September,36,3,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,14,NULL,0,Transient,89.25,0,1,Check-Out,6/9/2015
Resort Hotel,1,57,2015,July,29,15,0,2,2,0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305,NULL,0,Transient-Party,0,0,0,Canceled,13-07-2015
City Hotel,0,37,2015,November,46,11,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,90.95,0,1,Check-Out,15-11-2015
City Hotel,0,1,2015,August,32,8,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,75,0,0,Check-Out,########
Resort Hotel,0,90,2015,September,37,10,2,8,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,118.2,1,1,Check-Out,20-09-2015
Resort Hotel,1,55,2015,August,33,12,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,133.21,0,0,Canceled,19-06-2015
City Hotel,0,72,2015,October,44,28,0,3,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,NULL,58,Transient-Party,85.67,0,0,Check-Out,31-10-2015
City Hotel,0,7,2015,October,44,29,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,65,0,0,Check-Out,30-10-2015
Resort Hotel,0,6,2015,September,38,16,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,74,0,1,Check-Out,17-09-2015
City Hotel,1,339,2015,September,39,21,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,0,0,2015,September,37,11,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,124,0,1,Check-Out,########
Resort Hotel,0,44,2015,August,35,27,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156,NULL,0,Contract,92.63,0,0,Check-Out,3/9/2015
City Hotel,0,0,2015,August,34,16,2,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,NULL,NULL,0,Transient,124,0,0,Check-Out,19-08-2015
Resort Hotel,0,3,2015,November,45,5,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,35,0,0,Check-Out,########
City Hotel,0,22,2015,September,36,1,1,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,95,0,2,Check-Out,7/9/2015
City Hotel,1,68,2015,July,27,4,2,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,68,0,0,Canceled,23-06-2015
City Hotel,0,18,2015,July,29,18,1,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,57.5,0,0,Check-Out,20-07-2015
City Hotel,0,71,2015,September,39,22,0,3,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,NULL,0,Transient-Party,85,0,0,Check-Out,25-09-2015
City Hotel,1,174,2015,October,41,10,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,70,0,0,Canceled,31-08-2015
Resort Hotel,0,53,2015,July,29,17,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,NULL,0,Transient,125,0,2,Check-Out,24-07-2015
Resort Hotel,1,69,2015,August,36,30,2,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,129.33,0,1,Canceled,24-08-2015
City Hotel,0,74,2015,September,38,18,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient-Party,87,0,0,Check-Out,20-09-2015
City Hotel,1,278,2015,July,30,22,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,1,268,2015,July,29,12,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,5,NULL,0,Transient,82,0,0,Canceled,26-06-2015
City Hotel,0,53,2015,August,35,24,1,1,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Check-Out,26-08-2015
City Hotel,0,41,2015,October,42,16,1,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,96.9,0,2,Check-Out,19-10-2015
City Hotel,1,10,2015,December,52,23,0,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,87,0,0,Canceled,13-12-2015
City Hotel,0,0,2015,September,40,30,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26,NULL,0,Transient-Party,112.2,0,0,Check-Out,########
City Hotel,1,349,2015,October,40,1,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,0,98,2015,November,48,23,1,2,2,0,0,BB,IND,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37,NULL,0,Transient-Party,75,0,1,Check-Out,26-11-2015
