hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,57,2017,May,21,23,0,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,89.1,0,0,Check-Out,24-05-2017
City Hotel,1,164,2017,May,20,15,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,160,0,0,Canceled,31-01-2017
Resort Hotel,0,274,2017,March,10,10,1,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,39.8,0,2,Check-Out,13-03-2017
Resort Hotel,0,47,2017,May,21,24,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,89,0,1,Check-Out,25-05-2017
Resort Hotel,0,128,2017,July,29,17,3,6,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,168.89,0,1,Check-Out,26-07-2017
Resort Hotel,0,2,2017,June,25,22,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,126,0,1,Check-Out,23-06-2017
City Hotel,0,25,2017,August,33,18,0,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,180,0,1,Check-Out,20-08-2017
Resort Hotel,1,23,2017,January,1,4,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,48,0,0,Canceled,13-12-2016
Resort Hotel,0,22,2017,April,15,10,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,113.67,0,1,Check-Out,13-04-2017
Resort Hotel,0,0,2017,July,30,29,0,1,2,0,0,BB,GBR,Online TA,TA/TO,1,0,0,E,E,0,Non Refund,NULL,NULL,0,Transient-Party,245,0,1,Check-Out,30-07-2017
City Hotel,0,67,2017,March,13,26,2,3,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16,NULL,0,Transient,95.2,0,1,Check-Out,31-03-2017
Resort Hotel,1,206,2017,June,24,15,2,5,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NULL,0,Transient,68.4,0,0,Canceled,1/3/2017
City Hotel,0,19,2017,March,12,19,2,1,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,88,0,1,Check-Out,22-03-2017
City Hotel,0,108,2017,August,32,10,1,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,195,0,2,Check-Out,14-08-2017
Resort Hotel,0,300,2017,June,23,6,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Transient,85.7,0,1,Check-Out,13-06-2017
City Hotel,0,41,2017,February,7,14,0,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,88,0,0,Check-Out,16-02-2017
Resort Hotel,1,229,2017,April,15,14,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient,70.25,0,1,Canceled,########
Resort Hotel,1,108,2017,July,29,19,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,5,NULL,0,Transient,183.2,0,0,Canceled,2/4/2017
City Hotel,1,175,2017,May,20,19,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,44,NULL,0,Transient,90,0,0,Canceled,25-11-2016
City Hotel,1,53,2017,April,16,16,1,0,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,0,Canceled,23-02-2017
City Hotel,0,204,2017,August,32,7,2,5,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,112.5,0,1,Check-Out,14-08-2017
City Hotel,0,123,2017,May,20,15,1,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,199.8,0,1,Check-Out,18-05-2017
City Hotel,1,59,2017,January,4,23,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326,NULL,0,Transient,80,0,0,Canceled,25-11-2016
City Hotel,1,56,2017,July,28,11,0,1,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,2,Canceled,17-05-2017
City Hotel,1,101,2017,August,33,17,1,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,1,Canceled,6/6/2017
City Hotel,0,140,2017,April,17,28,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119,NULL,0,Transient-Party,130,0,1,Check-Out,2/5/2017
City Hotel,0,141,2017,June,26,30,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,80.1,0,1,Check-Out,5/7/2017
Resort Hotel,0,23,2017,July,30,29,2,5,3,0,0,HB,PRT,Direct,Direct,1,0,1,A,A,0,No Deposit,NULL,NULL,0,Transient,274,0,3,Check-Out,5/8/2017
City Hotel,0,37,2017,February,7,12,4,8,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,63.01,0,3,Check-Out,24-02-2017
City Hotel,1,127,2017,February,9,26,1,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,93.6,0,2,Canceled,5/1/2017
City Hotel,0,17,2017,February,5,2,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,100.3,0,0,Check-Out,6/2/2017
City Hotel,1,451,2017,June,25,20,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0,Canceled,5/5/2017
City Hotel,0,114,2017,July,27,4,0,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,108,0,1,Check-Out,5/7/2017
City Hotel,1,129,2017,January,2,8,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,NULL,NULL,0,Transient,67,0,0,Canceled,21-10-2016
City Hotel,0,94,2017,March,10,8,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,71.1,0,1,Check-Out,########
Resort Hotel,0,102,2017,August,32,7,1,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,241,NULL,0,Transient,184,0,1,Check-Out,9/8/2017
Resort Hotel,0,96,2017,March,11,12,4,7,2,0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,52.55,0,0,Check-Out,23-03-2017
City Hotel,0,35,2017,May,18,1,1,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Transient,99,0,0,Check-Out,5/5/2017
Resort Hotel,0,7,2017,May,19,13,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,120,0,1,Check-Out,14-05-2017
City Hotel,0,7,2017,July,30,27,0,2,2,0,0,BB,MEX,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,485,0,Transient,125,0,1,Check-Out,29-07-2017
City Hotel,0,41,2017,August,34,22,0,2,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10,NULL,0,Transient,95,0,0,Check-Out,24-08-2017
City Hotel,0,405,2017,July,27,4,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,114.4,0,0,Check-Out,6/7/2017
City Hotel,1,215,2017,June,26,28,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0,Canceled,25-11-2016
City Hotel,1,267,2017,July,29,20,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,1,Canceled,20-01-2017
City Hotel,1,62,2017,July,30,24,1,0,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22,NULL,0,Transient,116.1,0,0,Canceled,23-05-2017
City Hotel,0,4,2017,January,2,9,1,0,2,0,0,SC,AUT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,79.5,0,1,Check-Out,########
City Hotel,0,2,2017,March,11,12,1,0,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,88.2,0,1,Check-Out,13-03-2017
City Hotel,0,16,2017,July,29,19,0,1,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,140,0,0,Check-Out,20-07-2017
City Hotel,1,111,2017,April,17,27,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31,NULL,0,Transient,120,0,0,Canceled,6/1/2017
City Hotel,0,102,2017,April,17,24,1,3,2,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,424,0,Transient-Party,100,0,0,Check-Out,28-04-2017
City Hotel,0,60,2017,July,30,25,0,4,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86,NULL,0,Transient,136,0,0,Check-Out,29-07-2017
City Hotel,1,18,2017,May,18,1,1,0,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,0,Canceled,21-04-2017
City Hotel,0,66,2017,April,16,17,1,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,171,0,1,Check-Out,21-04-2017
City Hotel,0,94,2017,May,22,31,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,142,0,0,Check-Out,3/6/2017
City Hotel,1,52,2017,January,2,10,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79.2,0,0,Canceled,19-11-2016
Resort Hotel,1,49,2017,February,9,28,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,332,NULL,0,Transient,35,0,0,Canceled,19-01-2017
City Hotel,1,141,2017,February,6,10,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,75,0,1,Canceled,########
City Hotel,1,125,2017,May,19,10,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,108,0,1,Canceled,18-02-2017
City Hotel,1,328,2017,May,21,25,0,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,142.2,0,0,Canceled,2/7/2016
Resort Hotel,0,7,2017,March,9,2,0,3,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,C,1,No Deposit,NULL,223,0,Transient-Party,37,0,0,Check-Out,5/3/2017
City Hotel,1,28,2017,April,15,10,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,0,Canceled,23-03-2017
City Hotel,0,0,2017,March,10,10,2,4,2,1,0,BB,BRA,Online TA,TA/TO,1,0,0,A,D,2,No Deposit,NULL,NULL,0,Transient,104.72,0,3,Check-Out,16-03-2017
City Hotel,1,332,2017,July,26,1,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,113.4,0,2,Canceled,########
City Hotel,0,157,2017,August,33,13,2,4,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,168.5,0,2,Check-Out,19-08-2017
Resort Hotel,0,8,2017,April,16,21,0,1,2,1,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,NULL,51,0,Transient,75,1,2,Check-Out,22-04-2017
Resort Hotel,1,113,2017,May,22,30,0,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,100,0,0,Canceled,8/2/2017
Resort Hotel,0,241,2017,June,22,3,2,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,95.6,0,2,Check-Out,7/6/2017
City Hotel,0,107,2017,August,31,5,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,425,NULL,0,Transient,151.7,0,0,Check-Out,########
City Hotel,0,130,2017,June,25,24,2,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,130.5,0,4,Check-Out,27-06-2017
City Hotel,1,104,2017,May,20,15,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,170,0,0,Canceled,31-01-2017
City Hotel,0,65,2017,March,10,11,1,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79.2,0,0,Check-Out,13-03-2017
Resort Hotel,0,22,2017,February,8,23,0,2,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68,NULL,0,Transient-Party,60,0,0,Check-Out,25-02-2017
City Hotel,1,70,2017,August,33,13,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,0,Canceled,########
Resort Hotel,1,49,2017,June,25,24,1,1,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient,153.6,0,0,Canceled,8/5/2017
Resort Hotel,1,181,2017,March,9,1,6,19,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,NULL,0,Transient-Party,58.6,0,0,Canceled,########
City Hotel,0,423,2017,July,29,22,1,1,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient-Party,95.5,0,0,Check-Out,24-07-2017
City Hotel,1,51,2017,June,23,9,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,78,0,5,Canceled,9/5/2017
Resort Hotel,0,3,2017,February,9,28,0,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,55,1,1,Check-Out,1/3/2017
Resort Hotel,1,38,2017,February,7,18,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,88,0,0,Canceled,27-01-2017
Resort Hotel,1,203,2017,August,33,18,4,8,2,1,0,BB,AZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient,126.8,0,3,Canceled,25-02-2017
City Hotel,0,2,2017,August,33,19,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,149,0,1,Check-Out,20-08-2017
City Hotel,1,46,2017,January,1,1,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,65,0,0,Canceled,18-11-2016
City Hotel,1,93,2017,April,14,6,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170,NULL,0,Transient,95,0,0,Canceled,3/1/2017
City Hotel,1,172,2017,March,12,24,2,6,0,2,0,BB,ARE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,84.73,0,0,Canceled,2/2/2017
City Hotel,0,423,2017,July,29,22,1,1,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient-Party,95.5,0,0,Check-Out,24-07-2017
City Hotel,0,50,2017,June,26,27,0,4,2,0,0,BB,SAU,Direct,Direct,0,0,0,A,D,0,No Deposit,14,NULL,0,Transient,103.5,0,0,Check-Out,1/7/2017
City Hotel,1,169,2017,June,23,8,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,170,0,0,Canceled,21-12-2016
City Hotel,1,28,2017,March,9,2,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,95,0,0,Canceled,2/2/2017
City Hotel,0,47,2017,February,5,1,0,4,2,0,0,SC,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,74.8,0,2,Check-Out,5/2/2017
City Hotel,0,17,2017,April,17,27,2,6,0,0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,D,K,7,No Deposit,290,NULL,0,Transient,0,0,0,Check-Out,5/5/2017
City Hotel,0,208,2017,June,25,21,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,133.67,0,2,Check-Out,24-06-2017
City Hotel,1,56,2017,March,12,21,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86,NULL,0,Transient,85,0,0,Canceled,24-01-2017
Resort Hotel,1,462,2017,May,21,25,0,3,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,78,0,0,Canceled,7/6/2016
City Hotel,0,87,2017,May,21,22,1,1,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,475,NULL,0,Transient-Party,126,0,0,Check-Out,24-05-2017
City Hotel,0,150,2017,April,17,28,1,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,144,0,0,Check-Out,1/5/2017
City Hotel,1,40,2017,June,24,11,2,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,120,0,1,Canceled,3/5/2017
City Hotel,1,194,2017,April,16,21,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,2,Canceled,21-04-2017
City Hotel,0,7,2017,August,32,10,0,3,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,195.67,0,2,Check-Out,13-08-2017
Resort Hotel,1,108,2017,May,22,28,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,45.5,0,0,Canceled,9/2/2017
Resort Hotel,0,15,2017,June,25,24,2,1,2,0,1,BB,ESP,Direct,Direct,0,0,0,D,D,5,No Deposit,250,NULL,0,Transient,150,0,1,Check-Out,27-06-2017
City Hotel,1,167,2017,July,27,7,0,2,2,0,0,SC,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,0,Canceled,21-01-2017
City Hotel,0,83,2017,April,15,10,1,3,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,100,0,0,Check-Out,14-04-2017
City Hotel,0,86,2017,May,21,27,2,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,313.67,0,1,Check-Out,30-05-2017
Resort Hotel,0,220,2017,March,10,7,1,5,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient-Party,48.9,0,1,Check-Out,13-03-2017
City Hotel,0,322,2017,June,25,23,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,3,No Deposit,37,NULL,59,Transient-Party,105,0,3,Check-Out,27-06-2017
City Hotel,0,130,2017,March,12,23,0,3,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79.2,0,2,Check-Out,26-03-2017
City Hotel,1,39,2017,February,7,12,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,85,0,0,Canceled,4/1/2017
City Hotel,0,405,2017,July,27,4,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,114.4,0,0,Check-Out,6/7/2017
Resort Hotel,0,48,2017,March,12,23,2,5,2,0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464,NULL,0,Transient,66,0,0,Check-Out,30-03-2017
City Hotel,1,175,2017,May,20,19,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,12,NULL,0,Transient,110,0,0,Canceled,25-11-2016
City Hotel,0,33,2017,April,14,8,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,115.4,0,0,Check-Out,13-04-2017
City Hotel,0,133,2017,May,21,26,0,1,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,1,Check-Out,27-05-2017
City Hotel,0,47,2017,May,20,15,1,2,1,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,455,NULL,0,Transient-Party,134.5,0,0,Check-Out,18-05-2017
City Hotel,1,17,2017,July,30,26,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,200,0,1,Canceled,13-07-2017
Resort Hotel,0,7,2017,May,18,4,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,H,0,No Deposit,250,NULL,0,Transient,73.33,0,1,Check-Out,7/5/2017
Resort Hotel,0,3,2017,April,15,11,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,NULL,0,Transient,127,0,1,Check-Out,13-04-2017
City Hotel,0,11,2017,May,19,9,0,3,1,0,0,BB,DZA,Aviation,Corporate,1,0,1,D,D,0,No Deposit,NULL,153,0,Transient,110,0,0,Check-Out,########
City Hotel,0,12,2017,May,19,13,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9,NULL,0,Transient,180,0,3,Check-Out,14-05-2017
City Hotel,1,11,2017,July,29,21,0,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,98,0,1,Canceled,########
City Hotel,1,121,2017,June,25,20,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,0,Canceled,14-03-2017
City Hotel,1,229,2017,July,28,12,1,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0,Canceled,25-11-2016
City Hotel,1,161,2017,May,18,5,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30,NULL,0,Transient,120,0,0,Canceled,25-11-2016
City Hotel,0,29,2017,January,3,18,0,3,1,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient-Party,65,0,0,Check-Out,21-01-2017
Resort Hotel,0,0,2017,August,35,30,0,2,1,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,306,NULL,0,Transient,104.55,0,0,Check-Out,1/9/2017
Resort Hotel,1,344,2017,August,35,27,2,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,185.75,0,0,Canceled,30-10-2016
Resort Hotel,0,7,2017,April,15,11,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240,NULL,0,Transient-Party,105,0,1,Check-Out,########
Resort Hotel,0,199,2017,August,33,19,2,3,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,125.2,0,1,Check-Out,24-08-2017
City Hotel,1,167,2017,July,28,15,0,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,152.1,0,0,Canceled,30-01-2017
City Hotel,1,85,2017,March,11,16,0,3,3,0,0,HB,GRC,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,160.2,0,0,Canceled,6/3/2017
City Hotel,1,112,2017,May,20,19,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,1,Canceled,16-02-2017
City Hotel,0,61,2017,March,10,10,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,97.2,0,1,Check-Out,########
Resort Hotel,1,249,2017,June,24,15,2,7,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NULL,0,Transient,108.9,0,2,Canceled,17-10-2016
City Hotel,0,171,2017,August,33,14,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,139.5,1,0,Check-Out,16-08-2017
City Hotel,1,141,2017,July,29,20,2,8,3,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,174.6,0,0,Canceled,9/3/2017
City Hotel,0,12,2017,January,2,14,2,1,1,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,87.75,0,2,Check-Out,17-01-2017
Resort Hotel,0,2,2017,February,5,3,0,2,2,1,0,Undefined,ESP,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,314,NULL,0,Transient,128.74,0,0,Check-Out,5/2/2017
City Hotel,0,0,2017,June,26,29,2,3,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,156.06,0,0,Check-Out,4/7/2017
City Hotel,0,37,2017,July,30,27,0,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,170,0,2,Check-Out,30-07-2017
Resort Hotel,1,278,2017,May,20,14,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,67.5,0,1,Canceled,15-11-2016
Resort Hotel,1,66,2017,August,33,16,0,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,230,0,2,Canceled,4/7/2017
Resort Hotel,1,23,2017,May,18,6,2,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240,NULL,0,Transient,127.5,0,1,Canceled,14-04-2017
